COUNTRY,YEAR,TOTAL_BUDGET,BUDGET_RANK,PCT_DEFENSE,PCT_EDUCATION,PCT_HEALTH,PCT_SOCIAL_WELFARE,PCT_INFRASTRUCTURE
Japan,1964,22.843,7,3.02,16.13,15.07,21.28,9.12
Italy,1964,20.228,8,4.03,8.73,5,26.5,11.36
China,1964,19.741,9,13.21,9.56,6.09,9.92,19.84
Spain,1964,9.885,10,15,8.84,12.41,20.56,8.81
India,1964,9.625,11,14.78,13.32,3.05,8.63,17.26
Poland,1964,7.683,12,4.1,16.8,8.38,14.1,17.63
Sweden,1964,7.395,13,4,9.8,11.8,24.74,10.6
Netherlands,1964,7.171,14,4.93,12.07,12.28,23.65,10.14
Brazil,1964,6.833,15,15,5,5,10.5,21
Australia,1964,6.251,16,7.04,13.25,14.6,21.04,9.02
Romania,1964,5.289,17,11.82,14.73,5,13.05,16.31
Argentina,1964,4.958,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1964,3.389,19,5.38,15.59,7.84,24.21,10.37
Mexico,1964,3.119,20,1.72,12.15,9.9,10.12,20.24
Turkey,1964,2.537,21,15,12.87,7.19,12.29,15.37
Chile,1964,2.324,22,14.85,13.52,10.96,11.53,14.41
South Africa,1964,2.294,23,5.5,20.47,11.86,8.13,16.26
New Zealand,1964,2.183,24,4.59,8.19,14.71,22.2,9.52
Egypt,1964,2.042,25,9.79,15.35,6.66,9.77,19.53
Kazakhstan,1964,1.997,26,4.86,14.76,9.25,13.63,17.04
Israel,1964,1.319,27,14.06,13.67,9.41,9.71,12.14
Greece,1964,1.298,28,10.81,8.38,9.61,22.9,9.81
Philippines,1964,1.283,29,12.48,15.24,6.52,3.96,7.91
Portugal,1964,1.262,30,4.36,7.21,14.06,25.13,10.77
Colombia,1964,1.246,31,10.86,18.09,14.88,8.09,10.11
Pakistan,1964,1.163,32,25.1,7.8,6.26,8.38,16.75
Iran,1964,1.126,33,14.48,18.35,10.95,10.13,12.66
Vietnam,1964,1.113,34,7.55,18,9.48,8.99,17.99
South Korea,1964,0.834,35,20.31,5,8.28,12.77,15.96
Saudi Arabia,1964,0.754,36,35.44,14.71,9.16,7.69,9.61
Bangladesh,1964,0.74,37,10.33,5.26,5.21,9.16,18.32
Indonesia,1964,0.704,38,7.19,5.86,3.59,11.97,23.94
Peru,1964,0.703,39,8.33,15.25,10.77,11.8,14.75
Thailand,1964,0.672,40,13.67,18.9,9.25,7.16,14.32
Nigeria,1964,0.666,41,2.23,8.55,2.37,12.28,24.56
Malaysia,1964,0.659,42,7.8,19.11,4.58,8.13,16.26
Ireland,1964,0.587,43,2.49,14.78,14.96,19.95,8.55
United Arab Emirates,1964,0.153,44,19.16,13.57,7.57,11.94,14.93
Singapore,1964,0.137,45,29.92,20.31,7.39,6.87,8.59
USA,1998,2822.636,1,9.56,13.55,16.16,16.03,6.87
Japan,1998,1997.433,2,2.39,9.97,15.07,23.65,10.14
Germany,1998,1138.622,3,2.86,9.2,15.94,22.69,9.72
France,1998,832.042,4,4.16,10.58,5,26.34,11.29
UK,1998,641.772,5,7.23,12.06,15.97,19.5,8.36
Italy,1998,606.352,6,3.41,9.25,5,22.2,9.51
China,1998,342.254,7,13.06,14.55,6.09,9.2,18.39
Brazil,1998,281.51,8,15,5,5,10.5,21
Spain,1998,278.429,9,15,10.47,12.41,19.99,8.57
Canada,1998,265.418,10,15,5,14.82,21.06,9.03
Netherlands,1998,176.597,11,3.56,10.16,12.28,22.69,9.73
Sweden,1998,143.573,12,3.35,12.69,11.8,21.55,9.23
Australia,1998,123.956,13,5.39,12.17,14.6,21.99,9.43
India,1998,118.461,14,10.66,14.16,3.05,6.52,13.04
Switzerland,1998,108.363,15,3.53,14.55,7.84,24.43,10.47
Russia,1998,95.591,16,6.91,8.95,9.72,11.56,14.44
South Korea,1998,95.351,17,16.42,5,8.28,13.23,16.54
Turkey,1998,91.797,18,15,12.87,7.19,5.13,6.41
Mexico,1998,90.464,19,2.08,16.32,9.9,8.44,16.88
Argentina,1998,84.641,20,4.39,15.62,17.82,9.49,11.86
Poland,1998,78.849,21,4.56,11.28,8.38,13.36,16.7
Greece,1998,74.606,22,7.4,6.41,9.61,20.4,8.74
Portugal,1998,55.294,23,3.34,11.87,14.06,21.79,9.34
South Africa,1998,48.749,24,5.5,20.47,11.86,6.36,12.73
Saudi Arabia,1998,46.669,25,41.16,23.98,9.16,4.69,5.86
Israel,1998,40.726,26,14.06,13.67,9.41,10.03,12.53
Nigeria,1998,26.21,27,3.49,8.55,2.37,12.09,24.18
Thailand,1998,25.905,28,7.82,19.48,9.25,9.35,18.7
United Arab Emirates,1998,24.478,29,20.61,13.57,7.57,11.65,14.56
Colombia,1998,20.539,30,10.93,12.48,14.88,9.2,11.5
New Zealand,1998,20.362,31,4.26,16.23,14.71,20.49,8.78
Iran,1998,20.198,32,12.94,20.11,10.95,11.05,13.82
Ireland,1998,20.153,33,2.41,12.55,14.96,20.81,8.92
Egypt,1998,19.738,34,9.79,15.35,6.66,7.28,14.56
Indonesia,1998,17.678,35,5.59,11.59,3.59,8.23,16.46
Philippines,1998,17.14,36,8.09,18.18,6.52,5.87,11.74
Chile,1998,16.994,37,11.76,15.17,10.96,11.71,14.63
Malaysia,1998,16.009,38,6.38,21.19,4.58,8,15.99
Romania,1998,14.26,39,8.49,8.19,5,13.17,16.46
Singapore,1998,13.763,40,29.26,20.31,7.39,7.73,9.66
Pakistan,1998,13.521,41,23.45,11.31,6.26,8.1,16.2
Peru,1998,11.989,42,8.33,15.25,10.77,10.61,13.26
Bangladesh,1998,6.864,43,12.33,18.13,5.21,6.93,13.86
Vietnam,1998,5.986,44,7.55,18,9.48,8.99,17.99
Kazakhstan,1998,5.183,45,4.86,14.76,9.25,13.27,16.59
USA,2003,3937.751,1,11.3,13.55,17.51,17.03,7.3
Japan,2003,1722.499,2,2.68,9.97,16.36,23.1,9.9
Germany,2003,1267.11,3,2.68,10.07,16.39,22.77,9.76
France,2003,1022.298,4,3.87,9.48,5,26.83,11.5
UK,2003,866.405,5,6.84,13.36,16.95,20.21,8.66
Italy,2003,724.78,6,3.62,9.64,5,24.31,10.42
China,2003,555.688,7,10.97,11.91,6.88,9.79,19.57
Spain,2003,408.583,8,15,10.88,14.02,19.29,8.27
Canada,2003,338.748,9,15,5,16.36,20.52,8.8
Mexico,2003,242.512,10,1.8,22.47,10.69,8.04,16.07
Netherlands,2003,232.239,11,3.14,10.97,13.81,23.34,10
India,2003,184.726,12,9.1,12.41,2.68,7.23,14.46
Brazil,2003,181.945,13,15,5,5,10.5,21
South Korea,2003,174.844,14,12.17,5,7.49,14.16,17.7
Australia,2003,174.841,15,5.28,12.17,15.48,21.72,9.31
Sweden,2003,159.423,16,3,12.83,12.78,23.12,9.91
Turkey,2003,144.763,17,15,12.87,9.29,9.14,11.42
Russia,2003,139.727,18,11.29,10.53,9.2,12.36,15.45
Switzerland,2003,128.033,19,2.72,16.2,9.31,23.91,10.25
Greece,2003,102.861,20,5.35,7.36,10.86,22.54,9.66
Poland,2003,101.856,21,4.18,11.68,8.95,13.63,17.04
Portugal,2003,78.9,22,3.16,11.64,14.18,22.46,9.63
Saudi Arabia,2003,68.618,23,26.23,21.46,8.7,8.27,10.34
South Africa,2003,60.565,24,5.78,19.59,12.34,7.46,14.92
Indonesia,2003,52.642,25,4.6,16.28,4.5,8.2,16.4
Argentina,2003,47.46,26,4.31,14.35,17.08,6.85,8.56
Israel,2003,46.936,27,13.8,13.53,9.23,10.28,12.85
Ireland,2003,35.171,28,1.8,12.87,16.9,22.55,9.67
New Zealand,2003,31.62,29,3.62,15.56,16.22,20.67,8.86
Thailand,2003,31.325,30,6.91,20.87,11.46,8.04,16.07
Colombia,2003,28.236,31,12.45,13.15,15.6,8.31,10.38
Iran,2003,26.303,32,12.13,22.14,10.21,10.9,13.62
Malaysia,2003,25.629,33,8.55,24.54,5.41,7.08,14.16
United Arab Emirates,2003,24.087,34,23.4,13.57,8.09,10.99,13.73
Philippines,2003,20.792,35,7.32,14.38,5.46,6.21,12.42
Romania,2003,19.542,36,6.8,11.14,5,14.38,17.97
Egypt,2003,18.739,37,10.37,15.35,5.44,7.21,14.41
Chile,2003,17.797,38,12.17,17.64,12.48,10.4,12.99
Pakistan,2003,16.233,39,25.41,11.23,3.98,8.16,16.31
Singapore,2003,15.891,40,30.12,24.76,8.33,7.08,8.85
Peru,2003,13.322,41,7.57,14.66,11.61,10.79,13.49
Nigeria,2003,12.569,42,2.46,8.55,4.01,12,24
Vietnam,2003,8.702,43,7.55,18,7.16,9.34,18.69
Bangladesh,2003,8.244,44,9.88,16.68,4.76,7.22,14.43
Kazakhstan,2003,6.023,45,4.82,10.61,9.57,13.93,17.41
USA,1949,93.83,1,9.56,13.55,16.16,18.98,8.13
Russia,1949,31.533,2,6.91,8.95,9.72,11.56,14.44
Canada,1949,24.303,3,15,5,14.82,21.06,9.03
Germany,1949,15.948,4,4.24,9.53,15.94,24.05,10.31
UK,1949,14.421,5,11.31,12.67,15.97,17.95,7.69
France,1949,13.17,6,5.77,11.51,5,25.45,10.91
Italy,1949,7.56,7,4.03,8.73,5,26.5,11.36
Japan,1949,7.239,8,3.02,16.13,15.07,21.28,9.12
Poland,1949,3.695,9,4.1,16.8,8.38,14.1,17.63
India,1949,3.69,10,14.78,13.32,3.05,8.63,17.26
Spain,1949,3.269,11,15,8.84,12.41,20.56,8.81
Brazil,1949,3.245,12,15,5,5,10.5,21
Sweden,1949,3.036,13,4,9.8,11.8,24.74,10.6
Australia,1949,2.857,14,7.04,13.25,14.6,21.04,9.02
Netherlands,1949,2.753,15,4.93,12.07,12.28,23.65,10.14
Romania,1949,2.544,16,11.82,14.73,5,13.05,16.31
Argentina,1949,1.796,17,5.78,15.4,17.82,10.47,13.09
Switzerland,1949,1.303,18,5.38,15.59,7.84,24.21,10.37
Mexico,1949,1.184,19,1.72,12.15,9.9,10.12,20.24
Egypt,1949,1.066,20,9.79,15.35,6.66,9.77,19.53
Turkey,1949,1.004,21,15,12.87,7.19,12.29,15.37
South Africa,1949,0.982,22,5.5,20.47,11.86,8.13,16.26
New Zealand,1949,0.963,23,4.59,8.19,14.71,22.2,9.52
Kazakhstan,1949,0.961,24,4.86,14.76,9.25,13.63,17.04
Philippines,1949,0.947,25,12.48,15.24,6.52,3.96,7.91
Chile,1949,0.943,26,14.85,13.52,10.96,11.53,14.41
Israel,1949,0.588,27,14.06,13.67,9.41,9.71,12.14
South Korea,1949,0.558,28,20.31,5,8.28,12.77,15.96
Portugal,1949,0.556,29,4.36,7.21,14.06,25.13,10.77
Vietnam,1949,0.535,30,7.55,18,9.48,8.99,17.99
Iran,1949,0.514,31,14.48,18.35,10.95,10.13,12.66
Greece,1949,0.493,32,10.81,8.38,9.61,22.9,9.81
Colombia,1949,0.492,33,10.86,18.09,14.88,8.09,10.11
Pakistan,1949,0.49,34,25.1,7.8,6.26,8.38,16.75
Bangladesh,1949,0.343,35,10.33,5.26,5.21,9.16,18.32
Indonesia,1949,0.339,36,7.19,5.86,3.59,11.97,23.94
Saudi Arabia,1949,0.325,37,35.44,14.71,9.16,7.69,9.61
Nigeria,1949,0.294,38,2.23,8.55,2.37,12.28,24.56
Thailand,1949,0.279,39,13.67,18.9,9.25,7.16,14.32
Malaysia,1949,0.276,40,7.8,19.11,4.58,8.13,16.26
Peru,1949,0.243,41,8.33,15.25,10.77,11.8,14.75
Ireland,1949,0.241,42,2.49,14.78,14.96,19.95,8.55
United Arab Emirates,1949,0.074,43,19.16,13.57,7.57,11.94,14.93
Singapore,1949,0.063,44,29.92,20.31,7.39,6.87,8.59
USA,1971,344.908,1,9.56,13.55,16.16,18.98,8.13
Russia,1971,92.243,2,6.91,8.95,9.72,11.56,14.44
Germany,1971,80.877,3,4.24,9.53,15.94,24.05,10.31
Canada,1971,71.092,4,15,5,14.82,21.06,9.03
Japan,1971,64.062,5,3.02,16.13,15.07,21.28,9.12
France,1971,59.875,6,5.77,11.51,5,25.45,10.91
UK,1971,49.885,7,11.31,12.67,15.97,17.95,7.69
Italy,1971,38.461,8,4.03,8.73,5,26.5,11.36
China,1971,32.986,9,13.21,9.56,6.09,9.92,19.84
Spain,1971,20.964,10,15,8.84,12.41,20.56,8.81
Brazil,1971,15.928,11,15,5,5,10.5,21
Netherlands,1971,15.825,12,4.93,12.07,12.28,23.65,10.14
Sweden,1971,13.53,13,4,9.8,11.8,24.74,10.6
Australia,1971,11.875,14,7.04,13.25,14.6,21.04,9.02
India,1971,11.477,15,14.78,13.32,3.05,8.63,17.26
Poland,1971,10.81,16,4.1,16.8,8.38,14.1,17.63
Romania,1971,7.442,17,11.82,14.73,5,13.05,16.31
Argentina,1971,6.446,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1971,6.43,19,5.38,15.59,7.84,24.21,10.37
Mexico,1971,6.088,20,1.72,12.15,9.9,10.12,20.24
South Africa,1971,4.492,21,5.5,20.47,11.86,8.13,16.26
Chile,1971,4.215,22,14.85,13.52,10.96,11.53,14.41
Egypt,1971,3.732,23,9.79,15.35,6.66,9.77,19.53
Turkey,1971,3.67,24,15,12.87,7.19,12.29,15.37
Iran,1971,2.874,25,14.48,18.35,10.95,10.13,12.66
Greece,1971,2.841,26,10.81,8.38,9.61,22.9,9.81
Kazakhstan,1971,2.81,27,4.86,14.76,9.25,13.63,17.04
Portugal,1971,2.622,28,4.36,7.21,14.06,25.13,10.77
South Korea,1971,2.401,29,20.31,5,8.28,12.77,15.96
Pakistan,1971,2.382,30,25.1,7.8,6.26,8.38,16.75
New Zealand,1971,2.353,31,4.59,8.19,14.71,22.2,9.52
Israel,1971,2.311,32,14.06,13.67,9.41,9.71,12.14
Saudi Arabia,1971,2.284,33,35.44,14.71,9.16,7.69,9.61
Philippines,1971,1.805,34,12.48,15.24,6.52,3.96,7.91
Colombia,1971,1.632,35,10.86,18.09,14.88,8.09,10.11
Vietnam,1971,1.566,36,7.55,18,9.48,8.99,17.99
Indonesia,1971,1.343,37,7.19,5.86,3.59,11.97,23.94
Peru,1971,1.339,38,8.33,15.25,10.77,11.8,14.75
Thailand,1971,1.275,39,13.67,18.9,9.25,7.16,14.32
Bangladesh,1971,1.202,40,10.33,5.26,5.21,9.16,18.32
Nigeria,1971,1.102,41,2.23,8.55,2.37,12.28,24.56
Ireland,1971,1.05,42,2.49,14.78,14.96,19.95,8.55
Malaysia,1971,1.047,43,7.8,19.11,4.58,8.13,16.26
Singapore,1971,0.347,44,29.92,20.31,7.39,6.87,8.59
United Arab Emirates,1971,0.281,45,19.16,13.57,7.57,11.94,14.93
USA,2010,6522.979,1,12.33,13.55,18.43,16.98,7.28
Japan,2010,2403.15,2,2.51,9.97,18.93,22.25,9.54
China,2010,2043.546,3,6.97,11.91,8.75,10.11,20.21
Germany,2010,1710.578,4,2.58,10.38,17.12,22.83,9.78
France,2010,1579.515,5,3.41,9.48,5,26.99,11.57
UK,2010,1251.985,6,5.75,12.77,17.96,19.85,8.51
Italy,2010,1061.24,7,3,8.67,5,25.75,11.03
Brazil,2010,719.928,8,15,5,5,10.5,21
Spain,2010,642.595,9,15,10.55,14.75,19.15,8.21
Russia,2010,588.16,10,10.12,11.15,8.59,13.72,17.14
India,2010,539.675,11,9.86,11.83,3.11,8.54,17.07
Canada,2010,476.653,12,15,5,17.38,20.17,8.64
Australia,2010,446.149,13,5.02,12.17,16.11,21.59,9.25
Turkey,2010,388.924,14,15,12.87,11.04,10.17,12.71
Netherlands,2010,368.188,15,2.7,11.17,14.13,23.85,10.22
Mexico,2010,348.537,16,1.64,18.64,10.41,8.75,17.5
South Korea,2010,286.279,17,13.22,5,11.29,12.95,16.19
Sweden,2010,231.895,18,2.4,13.19,13.49,23.85,10.22
Poland,2010,202.13,19,4,11.05,9.98,13.72,17.14
Argentina,2010,195.176,20,2.44,15.05,16.7,11.61,14.51
Switzerland,2010,193.034,21,2.19,15.29,10.26,24.33,10.43
Greece,2010,183.134,22,5.19,7.1,12.49,22.12,9.48
Saudi Arabia,2010,167.949,23,25.95,15.84,6.84,9.82,12.28
Indonesia,2010,160.036,24,3.66,16.65,3.91,9.73,19.47
South Africa,2010,153.199,25,3.54,18.04,14.12,8.49,16.99
Portugal,2010,126.464,26,2.87,10.42,12.84,23.44,10.04
Ireland,2010,99.431,27,0.89,9.32,12.35,25.52,10.94
Iran,2010,96.424,28,15.97,19.26,12.52,10.3,12.88
Thailand,2010,82.245,29,7.04,16.22,11.56,8.77,17.54
Colombia,2010,78.611,30,11.98,13.15,16.83,9.41,11.76
Israel,2010,75.664,31,14.6,13.63,10.65,10.07,12.59
Romania,2010,63.537,32,3.28,9.13,5,15.57,19.46
Malaysia,2010,61.347,33,5.6,18.41,6.31,8.89,17.78
United Arab Emirates,2010,59.612,34,18.74,13.57,8.53,11.83,14.79
New Zealand,2010,57.568,35,2.81,15.56,16.68,21.47,9.2
Egypt,2010,53.967,36,6.23,10.94,4.36,9.09,18.18
Chile,2010,52.775,37,9.61,17.85,13.69,11.32,14.15
Nigeria,2010,44.039,38,3.25,8.55,2.7,12.07,24.15
Philippines,2010,42.111,39,6.38,15.52,7.18,7.13,14.27
Kazakhstan,2010,34.295,40,4.51,15.92,8.21,13.8,17.25
Peru,2010,33.56,41,6.95,13.49,11.62,12.25,15.32
Vietnam,2010,32.384,42,7.65,17.06,8.61,9.25,18.51
Singapore,2010,30.396,43,32.2,18.57,10.94,7.65,9.57
Pakistan,2010,28.417,44,16.83,11.86,2.89,9.51,19.02
Bangladesh,2010,18.68,45,11.17,16.79,4.44,7.13,14.26
USA,1940,60.484,1,9.56,13.55,16.16,18.98,8.13
UK,1940,9.296,2,11.31,12.67,15.97,17.95,7.69
USA,1950,98.521,1,9.56,13.55,16.16,18.98,8.13
Russia,1950,33.11,2,6.91,8.95,9.72,11.56,14.44
Canada,1950,25.518,3,15,5,14.82,21.06,9.03
Germany,1950,16.746,4,4.24,9.53,15.94,24.05,10.31
UK,1950,15.142,5,11.31,12.67,15.97,17.95,7.69
France,1950,13.829,6,5.77,11.51,5,25.45,10.91
China,1950,12.124,7,13.21,9.56,6.09,9.92,19.84
Italy,1950,7.938,8,4.03,8.73,5,26.5,11.36
Japan,1950,7.601,9,3.02,16.13,15.07,21.28,9.12
Poland,1950,3.88,10,4.1,16.8,8.38,14.1,17.63
India,1950,3.874,11,14.78,13.32,3.05,8.63,17.26
Spain,1950,3.432,12,15,8.84,12.41,20.56,8.81
Brazil,1950,3.408,13,15,5,5,10.5,21
Sweden,1950,3.188,14,4,9.8,11.8,24.74,10.6
Australia,1950,3,15,7.04,13.25,14.6,21.04,9.02
Netherlands,1950,2.89,16,4.93,12.07,12.28,23.65,10.14
Romania,1950,2.671,17,11.82,14.73,5,13.05,16.31
Argentina,1950,1.886,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1950,1.368,19,5.38,15.59,7.84,24.21,10.37
Mexico,1950,1.243,20,1.72,12.15,9.9,10.12,20.24
Egypt,1950,1.119,21,9.79,15.35,6.66,9.77,19.53
Turkey,1950,1.054,22,15,12.87,7.19,12.29,15.37
South Africa,1950,1.031,23,5.5,20.47,11.86,8.13,16.26
New Zealand,1950,1.011,24,4.59,8.19,14.71,22.2,9.52
Kazakhstan,1950,1.009,25,4.86,14.76,9.25,13.63,17.04
Philippines,1950,0.994,26,12.48,15.24,6.52,3.96,7.91
Chile,1950,0.991,27,14.85,13.52,10.96,11.53,14.41
Israel,1950,0.618,28,14.06,13.67,9.41,9.71,12.14
South Korea,1950,0.585,29,20.31,5,8.28,12.77,15.96
Portugal,1950,0.584,30,4.36,7.21,14.06,25.13,10.77
Vietnam,1950,0.562,31,7.55,18,9.48,8.99,17.99
Iran,1950,0.54,32,14.48,18.35,10.95,10.13,12.66
Greece,1950,0.518,33,10.81,8.38,9.61,22.9,9.81
Colombia,1950,0.516,34,10.86,18.09,14.88,8.09,10.11
Pakistan,1950,0.514,35,25.1,7.8,6.26,8.38,16.75
Bangladesh,1950,0.36,36,10.33,5.26,5.21,9.16,18.32
Indonesia,1950,0.356,37,7.19,5.86,3.59,11.97,23.94
Saudi Arabia,1950,0.341,38,35.44,14.71,9.16,7.69,9.61
Nigeria,1950,0.309,39,2.23,8.55,2.37,12.28,24.56
Thailand,1950,0.293,40,13.67,18.9,9.25,7.16,14.32
Malaysia,1950,0.29,41,7.8,19.11,4.58,8.13,16.26
Peru,1950,0.255,42,8.33,15.25,10.77,11.8,14.75
Ireland,1950,0.253,43,2.49,14.78,14.96,19.95,8.55
United Arab Emirates,1950,0.077,44,19.16,13.57,7.57,11.94,14.93
Singapore,1950,0.066,45,29.92,20.31,7.39,6.87,8.59
USA,1994,2513.318,1,9.56,13.55,16.16,16.29,6.98
Japan,1994,1820.096,2,2.76,11.11,15.07,23.12,9.91
Germany,1994,1128.144,3,3.18,9.34,15.94,22.67,9.71
France,1994,735.109,4,4.81,10.35,5,26.19,11.23
Italy,1994,584.416,5,3.03,8.25,5,21.49,9.21
UK,1994,482.621,6,8.29,11.8,15.97,19.66,8.42
Spain,1994,238.583,7,15,10.27,12.41,20.06,8.6
Canada,1994,218.36,8,15,5,14.82,21.06,9.03
China,1994,187.087,9,14.09,20.06,6.09,8.21,16.43
Netherlands,1994,175.308,10,3.78,9.56,12.28,22.79,9.77
Brazil,1994,171.234,11,15,5,5,10.5,21
Russia,1994,150.548,12,6.91,8.95,9.72,11.56,14.44
Sweden,1994,135.922,13,3.23,10.18,11.8,21.71,9.3
Australia,1994,117.79,14,6.26,14.3,14.6,20.94,8.98
South Korea,1994,115.004,15,20.31,5,8.28,12.54,15.67
Switzerland,1994,102.72,16,3.98,15.51,7.84,23.85,10.22
India,1994,93.261,17,10.35,13.32,3.05,6.85,13.7
Mexico,1994,88.675,18,2.51,21.56,9.9,7.71,15.41
Argentina,1994,71.933,19,5.68,15.4,17.82,10.56,13.19
Greece,1994,61.904,20,8.45,6.41,9.61,19.44,8.33
South Africa,1994,49.172,21,5.5,20.47,11.86,6.81,13.62
Poland,1994,45.876,22,4.1,16.8,8.38,12.22,15.27
Turkey,1994,43.635,23,15,12.87,7.19,8.81,11.01
Saudi Arabia,1994,42.98,24,31.3,16.81,9.16,8.09,10.12
Portugal,1994,41.884,25,3.86,10.92,14.06,20.28,8.69
Israel,1994,28.664,26,14.06,13.67,9.41,9.64,12.05
Indonesia,1994,24.359,27,7.75,5.86,3.59,9.45,18.89
Thailand,1994,22.801,28,13.67,18.9,9.25,7.95,15.91
New Zealand,1994,20.031,29,4.33,14.08,14.71,21.22,9.09
Malaysia,1994,18.366,30,11.23,19.92,4.58,7.49,14.98
United Arab Emirates,1994,17.734,31,19.16,13.57,7.57,11.94,14.93
Colombia,1994,17.046,32,10.2,12.48,14.88,9.34,11.68
Philippines,1994,16.833,33,9.67,15.24,6.52,6.08,12.15
Ireland,1994,15.227,34,2.57,12.81,14.96,18.94,8.12
Egypt,1994,13.738,35,9.79,15.35,6.66,5.63,11.25
Pakistan,1994,11.68,36,27.4,9.38,6.26,7.8,15.59
Iran,1994,11.254,37,7.6,14.55,10.95,13.36,16.7
Chile,1994,10.96,38,12.38,14.13,10.96,11.4,14.25
Nigeria,1994,9.648,39,2.35,8.55,2.37,12.26,24.52
Romania,1994,9.603,40,9.32,14.73,5,13.31,16.64
Peru,1994,8.839,41,8.33,15.25,10.77,8.44,10.55
Singapore,1994,8.215,42,32.99,20.31,7.39,6.01,7.52
Kazakhstan,1994,5.603,43,4.86,14.76,9.25,13.63,17.04
Bangladesh,1994,4.637,44,11.83,15.2,5.21,7.45,14.89
Vietnam,1994,3.583,45,7.55,18,9.48,8.99,17.99
USA,1941,63.508,1,9.56,13.55,16.16,18.98,8.13
UK,1941,9.761,2,11.31,12.67,15.97,17.95,7.69
USA,2021,12332.486,1,7.99,11.29,21.25,18.42,7.89
China,2021,6006.561,2,4.93,11.91,8.91,10.39,20.78
Japan,2021,2639.592,3,2.51,9.97,24.54,20.3,8.7
Germany,2021,2282.339,4,2.56,10.58,19.96,23.11,9.9
France,2021,1781.4,5,3.33,9.11,5,27.15,11.63
UK,2021,1565.755,6,4.52,11.82,22.12,19.31,8.28
Italy,2021,1253.962,7,2.97,7.44,5,27.16,11.64
India,2021,848.464,8,8.04,14.92,4.46,7.4,14.81
Canada,2021,815.238,9,15,5,19.8,19.32,8.28
Russia,2021,793.278,10,10.31,14.34,14,11.8,14.75
Australia,2021,738.755,11,4.74,12.11,19.29,20.6,8.83
Spain,2021,657.56,12,15,9.72,15.18,19.28,8.26
Brazil,2021,572.433,13,15,5,5,10.5,21
South Korea,2021,466.155,14,10.87,5,14.35,13.3,16.62
Netherlands,2021,447.905,15,2.98,11.72,16.78,23.53,10.08
Mexico,2021,423.437,16,2.47,15.88,11.03,8.51,17.01
Turkey,2021,386.232,17,15,11.31,11.49,10.5,13.12
Saudi Arabia,2021,319.839,18,22.81,15.84,14.4,8.79,10.99
Switzerland,2021,298.127,19,1.96,14.61,11.95,24.82,10.64
Sweden,2021,296.689,20,2.46,15.55,19.28,21.74,9.32
Poland,2021,293.452,21,5.09,10.6,10.53,14.19,17.74
Indonesia,2021,251.47,22,4.09,8.97,12.15,9.59,19.17
Argentina,2021,208.908,23,1.67,12.28,16.76,12.55,15.69
South Africa,2021,180.366,24,2.48,18.94,16.89,7.32,14.63
Thailand,2021,176.177,25,5.31,14.69,13.7,9.21,18.42
Israel,2021,161.529,26,12.4,15.41,13.78,10.23,12.78
Greece,2021,144.785,27,6.7,6.39,9.49,25.38,10.88
Portugal,2021,130.601,28,3.2,10.08,14.79,23.2,9.94
Colombia,2021,122.693,29,9.32,13.15,19.37,9.57,11.97
Chile,2021,116.921,30,4.9,14.88,15.52,12.38,15.48
Romania,2021,113.737,31,4.99,8.95,5,15.45,19.31
Philippines,2021,110.508,32,5.17,16.68,9.82,8.52,17.03
Egypt,2021,109.626,33,4.76,10.94,6.8,7.99,15.98
New Zealand,2021,97.964,34,2.78,13.46,17.26,22.32,9.57
United Arab Emirates,2021,88.935,35,17.04,14.76,12.89,10.98,13.73
Malaysia,2021,85.095,36,4.02,20.46,10.06,7.68,15.36
Ireland,2021,84.83,37,1.01,12.33,20.97,21.84,9.36
Iran,2021,80.643,38,14.1,18.82,16.05,10.06,12.57
Vietnam,2021,80.624,39,8.82,14.82,9.74,9.24,18.49
Nigeria,2021,73.098,40,8.06,5.14,4.31,11.62,23.25
Singapore,2021,72.59,41,15.43,11.47,19.15,10.72,13.4
Peru,2021,66,42,4.96,16.72,18.98,10.65,13.31
Bangladesh,2021,60.597,43,9.05,12.77,3,7.67,15.34
Pakistan,2021,50.347,44,18.36,7.82,6.02,9.42,18.84
Kazakhstan,2021,47.46,45,3.71,19.83,11.62,11.61,14.51
USA,2012,6465.893,1,11.99,13.55,19.64,16.33,7
China,2012,2862.309,2,6.04,11.91,9.04,10.2,20.41
Japan,2012,2752.591,3,2.48,9.97,22.22,21.12,9.05
Germany,2012,1612.174,4,2.7,10.72,17.82,22.34,9.58
France,2012,1564.233,5,3.23,9.48,5,27.05,11.59
UK,2012,1338.721,6,5.55,12.69,18.4,19.75,8.47
Italy,2012,1057.577,7,2.81,7.99,5,25.44,10.9
Brazil,2012,806.801,8,15,5,5,10.5,21
Russia,2012,752.761,9,10.84,11.15,9.24,13.35,16.68
Spain,2012,598.948,10,15,9.06,13.35,20.16,8.64
Australia,2012,587.794,11,4.57,12.17,16.19,21.72,9.31
India,2012,576.568,12,9.27,13.99,3.44,8.08,16.15
Canada,2012,525.51,13,15,5,18.17,19.89,8.52
Mexico,2012,404.444,14,1.69,18.09,10.66,8.89,17.79
Turkey,2012,396.588,15,15,12.85,10.31,10.61,13.27
Netherlands,2012,362.17,16,2.57,11.27,15.02,23.62,10.12
