COUNTRY,YEAR,CATEGORY,AMOUNT_BILLIONS,PERCENTAGE
France,1949,Defense,0.76,5.77
France,1950,Defense,0.798,5.77
France,1951,Defense,0.838,5.77
France,1952,Defense,0.88,5.77
France,1953,Defense,0.924,5.77
France,1954,Defense,0.97,5.77
France,1955,Defense,1.018,5.77
France,1956,Defense,1.069,5.77
France,1957,Defense,1.123,5.77
France,1958,Defense,1.179,5.77
France,1959,Defense,1.238,5.77
France,1960,Defense,1.3,5.77
France,1961,Defense,1.409,5.77
France,1962,Defense,1.577,5.77
France,1963,Defense,1.767,5.77
France,1964,Defense,1.96,5.77
France,1965,Defense,2.117,5.77
France,1966,Defense,2.293,5.77
France,1967,Defense,2.477,5.77
France,1968,Defense,2.7,5.77
France,1969,Defense,2.951,5.77
France,1970,Defense,3.09,5.77
France,1971,Defense,3.455,5.77
France,1972,Defense,4.232,5.77
France,1973,Defense,5.378,5.77
France,1974,Defense,6.155,5.77
France,1975,Defense,8.395,5.77
France,1976,Defense,8.713,5.77
France,1977,Defense,9.705,5.77
France,1978,Defense,12.324,5.77
France,1979,Defense,15.104,5.77
France,1980,Defense,17.724,5.77
France,1981,Defense,16.584,5.77
France,1982,Defense,16.187,5.77
France,1983,Defense,15.781,5.77
France,1984,Defense,15.105,5.77
France,1985,Defense,15.852,5.77
France,1986,Defense,21.8,5.77
France,1987,Defense,26.293,5.77
France,1988,Defense,28.052,5.77
France,1989,Defense,27.372,5.73
France,1990,Defense,32.717,5.51
France,1991,Defense,33.088,5.4
France,1992,Defense,35.309,5.05
France,1993,Defense,33.434,4.81
France,1994,Defense,35.359,4.81
France,1995,Defense,41.061,4.49
France,1996,Defense,39.906,4.35
France,1997,Defense,36.038,4.31
France,1998,Defense,34.613,4.16
France,1999,Defense,33.74,4.1
France,2000,Defense,29.109,3.98
France,2001,Defense,28.672,3.86
France,2002,Defense,31.602,3.82
France,2003,Defense,39.563,3.87
France,2004,Defense,45.411,3.92
France,2005,Defense,45.053,3.74
France,2006,Defense,46.36,3.68
France,2007,Defense,51.004,3.56
France,2008,Defense,55.659,3.5
France,2009,Defense,56.831,3.62
France,2010,Defense,53.861,3.41
France,2011,Defense,54.697,3.31
France,2012,Defense,50.525,3.23
France,2013,Defense,52.287,3.15
France,2014,Defense,53.685,3.18
France,2015,Defense,46.196,3.25
France,2016,Defense,46.15,3.23
France,2017,Defense,48.379,3.21
France,2018,Defense,51.459,3.27
France,2019,Defense,50.278,3.35
France,2020,Defense,54.211,3.28
France,2021,Defense,59.321,3.33
France,2022,Defense,54.948,3.35
France,2023,Defense,59.333,3.42
France,2024,Defense,64.406,3.59
France,2025,Defense,68.601,3.59
France,2026,Defense,70.796,3.59
Germany,1949,Defense,0.676,4.24
Germany,1950,Defense,0.71,4.24
Germany,1951,Defense,0.746,4.24
Germany,1952,Defense,0.783,4.24
Germany,1953,Defense,0.822,4.24
Germany,1954,Defense,0.863,4.24
Germany,1955,Defense,0.906,4.24
Germany,1956,Defense,0.951,4.24
Germany,1957,Defense,0.999,4.24
Germany,1958,Defense,1.049,4.24
Germany,1959,Defense,1.101,4.24
Germany,1960,Defense,1.157,4.24
Germany,1961,Defense,1.32,4.24
Germany,1962,Defense,1.447,4.24
Germany,1963,Defense,1.534,4.24
Germany,1964,Defense,1.686,4.24
Germany,1965,Defense,1.842,4.24
Germany,1966,Defense,1.959,4.24
Germany,1967,Defense,1.983,4.24
Germany,1968,Defense,2.139,4.24
Germany,1969,Defense,2.429,4.24
Germany,1970,Defense,2.961,4.24
Germany,1971,Defense,3.429,4.24
Germany,1972,Defense,4.113,4.24
Germany,1973,Defense,5.578,4.24
Germany,1974,Defense,6.722,4.24
Germany,1975,Defense,8.17,4.24
Germany,1976,Defense,8.711,4.24
Germany,1977,Defense,10.095,4.24
Germany,1978,Defense,12.443,4.24
Germany,1979,Defense,14.538,4.24
Germany,1980,Defense,16.407,4.24
Germany,1981,Defense,14.248,4.24
Germany,1982,Defense,13.951,4.24
Germany,1983,Defense,13.625,4.24
Germany,1984,Defense,12.92,4.24
Germany,1985,Defense,12.837,4.24
Germany,1986,Defense,18.036,4.24
Germany,1987,Defense,22.742,4.24
Germany,1988,Defense,24.346,4.24
Germany,1989,Defense,23.366,4.24
Germany,1990,Defense,29.746,4.24
Germany,1991,Defense,39.515,4.24
Germany,1992,Defense,41.534,3.88
Germany,1993,Defense,36.672,3.47
Germany,1994,Defense,35.875,3.18
Germany,1995,Defense,42.763,2.69
Germany,1996,Defense,38.218,2.94
Germany,1997,Defense,32.592,2.88
Germany,1998,Defense,32.565,2.86
Germany,1999,Defense,31.732,2.85
Germany,2000,Defense,27.397,2.8
Germany,2001,Defense,26.289,2.74
Germany,2002,Defense,28.275,2.72
Germany,2003,Defense,33.959,2.68
Germany,2004,Defense,36.495,2.66
Germany,2005,Defense,36.625,2.63
Germany,2006,Defense,36.461,2.6
Germany,2007,Defense,40.776,2.65
Germany,2008,Defense,45.522,2.68
Germany,2009,Defense,45.19,2.66
Germany,2010,Defense,44.133,2.58
Germany,2011,Defense,45.326,2.61
Germany,2012,Defense,43.529,2.7
Germany,2013,Defense,43.941,2.57
Germany,2014,Defense,44.276,2.53
Germany,2015,Defense,37.837,2.51
Germany,2016,Defense,39.138,2.52
Germany,2017,Defense,42.225,2.54
Germany,2018,Defense,45.75,2.57
Germany,2019,Defense,48.171,2.72
Germany,2020,Defense,53.867,2.65
Germany,2021,Defense,58.428,2.56
Germany,2022,Defense,57.984,2.76
Germany,2023,Defense,70.27,3.08
Germany,2024,Defense,92.087,3.93
Germany,2025,Defense,99.267,3.93
Germany,2026,Defense,102.245,3.93
Greece,1946,Defense,0.046,10.81
Greece,1947,Defense,0.048,10.81
Greece,1948,Defense,0.051,10.81
Greece,1949,Defense,0.053,10.81
Greece,1950,Defense,0.056,10.81
Greece,1951,Defense,0.059,10.81
Greece,1952,Defense,0.062,10.81
Greece,1953,Defense,0.065,10.81
Greece,1954,Defense,0.068,10.81
Greece,1955,Defense,0.071,10.81
Greece,1956,Defense,0.075,10.81
Greece,1957,Defense,0.079,10.81
Greece,1958,Defense,0.083,10.81
Greece,1959,Defense,0.087,10.81
Greece,1960,Defense,0.091,10.81
Greece,1961,Defense,0.104,10.81
Greece,1962,Defense,0.11,10.81
Greece,1963,Defense,0.124,10.81
Greece,1964,Defense,0.14,10.81
Greece,1965,Defense,0.162,10.81
Greece,1966,Defense,0.181,10.81
Greece,1967,Defense,0.195,10.81
Greece,1968,Defense,0.212,10.81
Greece,1969,Defense,0.244,10.81
Greece,1970,Defense,0.277,10.81
Greece,1971,Defense,0.307,10.81
Greece,1972,Defense,0.355,10.81
Greece,1973,Defense,0.462,10.81
Greece,1974,Defense,0.603,10.81
Greece,1975,Defense,0.668,10.81
Greece,1976,Defense,0.789,10.81
Greece,1977,Defense,0.961,10.81
Greece,1978,Defense,1.167,10.81
Greece,1979,Defense,1.423,10.81
Greece,1980,Defense,1.59,10.81
Greece,1981,Defense,1.655,10.81
Greece,1982,Defense,2.406,10.81
Greece,1983,Defense,1.769,10.81
Greece,1984,Defense,1.962,10.81
Greece,1985,Defense,1.975,10.81
Greece,1986,Defense,2.315,10.81
Greece,1987,Defense,2.948,10.81
Greece,1988,Defense,3.403,10.81
Greece,1989,Defense,3.456,9.43
Greece,1990,Defense,4.301,8.59
Greece,1991,Defense,4.812,8.62
Greece,1992,Defense,5.288,8.57
Greece,1993,Defense,4.691,8.12
Greece,1994,Defense,5.231,8.45
Greece,1995,Defense,4.825,6.64
Greece,1996,Defense,5.372,7.02
Greece,1997,Defense,5.368,7.31
Greece,1998,Defense,5.521,7.4
Greece,1999,Defense,5.247,7.28
Greece,2000,Defense,5.044,7.46
Greece,2001,Defense,4.946,7.07
Greece,2002,Defense,5.276,6.72
Greece,2003,Defense,5.503,5.35
Greece,2004,Defense,6.928,5.47
Greece,2005,Defense,8.021,6.23
Greece,2006,Defense,8.66,6.17
Greece,2007,Defense,9.668,5.69
Greece,2008,Defense,11.93,5.87
Greece,2009,Defense,12.244,5.96
Greece,2010,Defense,9.505,5.19
Greece,2011,Defense,8.596,4.58
Greece,2012,Defense,7.476,4.51
Greece,2013,Defense,7.917,4.51
Greece,2014,Defense,6.475,4.6
Greece,2015,Defense,5.873,4.78
Greece,2016,Defense,5.842,5.12
Greece,2017,Defense,6.089,5.27
Greece,2018,Defense,6.889,5.56
Greece,2019,Defense,6.413,5.45
Greece,2020,Defense,6.855,5.1
Greece,2021,Defense,9.701,6.7
Greece,2022,Defense,10.153,7.58
Greece,2023,Defense,8.215,5.91
Greece,2024,Defense,9.647,6.58
Greece,2025,Defense,10.565,6.58
Greece,2026,Defense,10.935,6.58
India,1947,Defense,0.495,14.78
India,1948,Defense,0.519,14.78
India,1949,Defense,0.545,14.78
India,1950,Defense,0.573,14.78
India,1951,Defense,0.601,14.78
India,1952,Defense,0.631,14.78
India,1953,Defense,0.663,14.78
India,1954,Defense,0.696,14.78
India,1955,Defense,0.731,14.78
India,1956,Defense,0.767,14.78
India,1957,Defense,0.806,14.78
India,1958,Defense,0.846,14.78
India,1959,Defense,0.888,14.78
India,1960,Defense,0.933,14.78
India,1961,Defense,0.988,14.78
India,1962,Defense,1.062,14.78
India,1963,Defense,1.22,14.78
India,1964,Defense,1.423,14.78
India,1965,Defense,1.5,14.78
India,1966,Defense,1.148,14.78
India,1967,Defense,1.263,14.78
India,1968,Defense,1.337,14.78
India,1969,Defense,1.472,14.78
India,1970,Defense,1.572,14.78
India,1971,Defense,1.696,14.78
India,1972,Defense,1.8,14.78
India,1973,Defense,2.154,14.78
India,1974,Defense,2.507,14.78
India,1975,Defense,2.872,14.78
India,1976,Defense,3.149,14.78
India,1977,Defense,3.681,14.78
India,1978,Defense,4.463,14.78
India,1979,Defense,5.434,14.78
India,1980,Defense,6.289,14.78
India,1981,Defense,6.348,14.78
India,1982,Defense,6.923,14.78
India,1983,Defense,7.603,14.78
India,1984,Defense,8.042,14.78
India,1985,Defense,9.642,14.78
India,1986,Defense,11.015,14.78
India,1987,Defense,12.689,14.78
India,1988,Defense,13.275,14.78
India,1989,Defense,12.52,13.57
India,1990,Defense,12.026,12.4
India,1991,Defense,8.78,10.86
India,1992,Defense,8.765,10.31
India,1993,Defense,9.055,10.97
India,1994,Defense,9.653,10.35
India,1995,Defense,10.516,10.5
India,1996,Defense,11.152,10.33
India,1997,Defense,12.652,10.68
India,1998,Defense,12.628,10.66
India,1999,Defense,15.428,11.64
India,2000,Defense,16.198,11.5
India,2001,Defense,15.492,10.52
India,2002,Defense,15.937,9.88
India,2003,Defense,16.81,9.1
India,2004,Defense,21.193,10.12
India,2005,Defense,25.312,10.42
India,2006,Defense,26.42,9.48
India,2007,Defense,32.061,8.85
India,2008,Defense,35.83,8.89
India,2009,Defense,45.495,10.31
India,2010,Defense,53.212,9.86
India,2011,Defense,49.433,9.59
India,2012,Defense,53.448,9.27
India,2013,Defense,56.064,9.3
India,2014,Defense,55.958,9.5
India,2015,Defense,54.825,8.83
India,2016,Defense,62.096,9.08
India,2017,Defense,75.859,9.39
India,2018,Defense,75.178,9.1
India,2019,Defense,70.796,9.32
India,2020,Defense,62.77,8.76
India,2021,Defense,68.217,8.04
India,2022,Defense,69.562,7.99
India,2023,Defense,74.089,7.9
India,2024,Defense,76.87,7.63
India,2025,Defense,80.861,7.63
India,2026,Defense,88.138,7.63
Indonesia,1946,Defense,0.021,7.19
Indonesia,1947,Defense,0.022,7.19
Indonesia,1948,Defense,0.023,7.19
Indonesia,1949,Defense,0.024,7.19
Indonesia,1950,Defense,0.026,7.19
Indonesia,1951,Defense,0.027,7.19
Indonesia,1952,Defense,0.028,7.19
Indonesia,1953,Defense,0.03,7.19
Indonesia,1954,Defense,0.031,7.19
Indonesia,1955,Defense,0.033,7.19
Indonesia,1956,Defense,0.034,7.19
Indonesia,1957,Defense,0.036,7.19
Indonesia,1958,Defense,0.038,7.19
Indonesia,1959,Defense,0.04,7.19
Indonesia,1960,Defense,0.042,7.19
Indonesia,1961,Defense,0.044,7.19
Indonesia,1962,Defense,0.046,7.19
Indonesia,1963,Defense,0.048,7.19
Indonesia,1964,Defense,0.051,7.19
Indonesia,1965,Defense,0.053,7.19
Indonesia,1966,Defense,0.056,7.19
Indonesia,1967,Defense,0.059,7.19
Indonesia,1968,Defense,0.073,7.19
Indonesia,1969,Defense,0.086,7.19
Indonesia,1970,Defense,0.095,7.19
Indonesia,1971,Defense,0.097,7.19
Indonesia,1972,Defense,0.114,7.19
Indonesia,1973,Defense,0.183,7.19
Indonesia,1974,Defense,0.339,7.19
Indonesia,1975,Defense,0.401,7.19
Indonesia,1976,Defense,0.477,7.19
Indonesia,1977,Defense,0.557,7.19
Indonesia,1978,Defense,0.633,7.19
Indonesia,1979,Defense,0.676,7.19
Indonesia,1980,Defense,0.973,7.19
Indonesia,1981,Defense,1.167,7.19
Indonesia,1982,Defense,1.212,7.19
Indonesia,1983,Defense,1.075,7.19
Indonesia,1984,Defense,1.059,7.19
Indonesia,1985,Defense,1.154,7.19
Indonesia,1986,Defense,1.162,7.19
Indonesia,1987,Defense,0.895,7.19
Indonesia,1988,Defense,0.939,7.19
Indonesia,1989,Defense,1.084,7.19
Indonesia,1990,Defense,1.339,7.19
Indonesia,1991,Defense,1.3,7.19
Indonesia,1992,Defense,1.487,7.19
Indonesia,1993,Defense,1.678,7.19
Indonesia,1994,Defense,1.888,7.75
Indonesia,1995,Defense,2.307,8.52
Indonesia,1996,Defense,2.954,9.09
Indonesia,1997,Defense,3.125,8.13
Indonesia,1998,Defense,0.988,5.59
Indonesia,1999,Defense,1.397,4.43
Indonesia,2000,Defense,1.47,4.11
Indonesia,2001,Defense,0.939,2.7
Indonesia,2002,Defense,1.611,3.8
Indonesia,2003,Defense,2.422,4.6
Indonesia,2004,Defense,2.913,4.88
Indonesia,2005,Defense,2.888,3.97
Indonesia,2006,Defense,3.321,3.58
Indonesia,2007,Defense,4.179,3.8
Indonesia,2008,Defense,3.882,2.99
Indonesia,2009,Defense,3.831,3.35
Indonesia,2010,Defense,5.857,3.66
Indonesia,2011,Defense,6.984,3.69
Indonesia,2012,Defense,7.353,3.78
Indonesia,2013,Defense,9.322,4.82
Indonesia,2014,Defense,8.005,4.24
Indonesia,2015,Defense,9.141,5.01
Indonesia,2016,Defense,9.243,4.68
Indonesia,2017,Defense,11.322,5.26
Indonesia,2018,Defense,9.565,4.33
Indonesia,2019,Defense,10.555,4.45
Indonesia,2020,Defense,10.796,4.81
Indonesia,2021,Defense,10.285,4.09
Indonesia,2022,Defense,12.357,4.42
Indonesia,2023,Defense,14.327,4.93
Indonesia,2024,Defense,13.613,4.6
Indonesia,2025,Defense,14.094,4.6
Indonesia,2026,Defense,14.587,4.6
Iran,1946,Defense,0.064,14.48
Iran,1947,Defense,0.067,14.48
Iran,1948,Defense,0.071,14.48
Iran,1949,Defense,0.074,14.48
Iran,1950,Defense,0.078,14.48
Iran,1951,Defense,0.082,14.48
Iran,1952,Defense,0.086,14.48
Iran,1953,Defense,0.09,14.48
Iran,1954,Defense,0.095,14.48
Iran,1955,Defense,0.1,14.48
Iran,1956,Defense,0.105,14.48
Iran,1957,Defense,0.11,14.48
Iran,1958,Defense,0.115,14.48
Iran,1959,Defense,0.121,14.48
Iran,1960,Defense,0.127,14.48
Iran,1961,Defense,0.134,14.48
Iran,1962,Defense,0.142,14.48
Iran,1963,Defense,0.149,14.48
Iran,1964,Defense,0.163,14.48
Iran,1965,Defense,0.188,14.48
Iran,1966,Defense,0.206,14.48
Iran,1967,Defense,0.229,14.48
Iran,1968,Defense,0.261,14.48
Iran,1969,Defense,0.295,14.48
Iran,1970,Defense,0.333,14.48
Iran,1971,Defense,0.416,14.48
Iran,1972,Defense,0.52,14.48
Iran,1973,Defense,0.73,14.48
Iran,1974,Defense,2.231,14.48
Iran,1975,Defense,2.575,14.48
Iran,1976,Defense,2.923,14.48
Iran,1977,Defense,3.29,14.48
Iran,1978,Defense,3.333,14.48
Iran,1979,Defense,3.417,14.48
Iran,1980,Defense,3.768,14.48
Iran,1981,Defense,3.987,14.48
Iran,1982,Defense,4.229,14.48
Iran,1983,Defense,4.638,14.48
Iran,1984,Defense,4.393,14.48
Iran,1985,Defense,4.824,14.48
Iran,1986,Defense,5.324,14.48
Iran,1987,Defense,3.29,14.48
Iran,1988,Defense,3.296,14.48
Iran,1989,Defense,2.638,14.48
Iran,1990,Defense,2.672,14.48
Iran,1991,Defense,2.189,12.49
Iran,1992,Defense,1.661,9.9
Iran,1993,Defense,0.49,5.14
Iran,1994,Defense,0.855,7.6
Iran,1995,Defense,1.229,8.5
Iran,1996,Defense,2.018,10.65
Iran,1997,Defense,2.17,11.87
Iran,1998,Defense,2.614,12.94
Iran,1999,Defense,2.392,12.57
Iran,2000,Defense,2.418,14.04
Iran,2001,Defense,3.27,14.57
Iran,2002,Defense,2.517,11.1
Iran,2003,Defense,3.191,12.13
Iran,2004,Defense,4.697,14.9
Iran,2005,Defense,5.994,13.61
Iran,2006,Defense,7.944,14.32
Iran,2007,Defense,9.047,15.25
Iran,2008,Defense,9.698,12.98
Iran,2009,Defense,12.861,15.69
Iran,2010,Defense,15.399,15.97
Iran,2011,Defense,16.202,13.01
Iran,2012,Defense,24.632,19.32
Iran,2013,Defense,15.464,15.61
Iran,2014,Defense,13.545,14.8
Iran,2015,Defense,12.597,15.55
Iran,2016,Defense,14.601,15.41
Iran,2017,Defense,16.212,16.05
Iran,2018,Defense,11.922,14.62
Iran,2019,Defense,10.051,14.59
Iran,2020,Defense,8.037,14.45
Iran,2021,Defense,11.371,14.1
Iran,2022,Defense,11.664,13.94
Iran,2023,Defense,13.568,14.98
Iran,2024,Defense,11.808,12.55
Iran,2025,Defense,9.011,12.55
Iran,2026,Defense,9.326,12.55
Ireland,1946,Defense,0.005,2.49
Ireland,1947,Defense,0.005,2.49
Ireland,1948,Defense,0.006,2.49
Ireland,1949,Defense,0.006,2.49
Ireland,1950,Defense,0.006,2.49
Ireland,1951,Defense,0.007,2.49
Ireland,1952,Defense,0.007,2.49
Ireland,1953,Defense,0.007,2.49
Ireland,1954,Defense,0.008,2.49
Ireland,1955,Defense,0.008,2.49
Ireland,1956,Defense,0.008,2.49
Ireland,1957,Defense,0.009,2.49
Ireland,1958,Defense,0.009,2.49
Ireland,1959,Defense,0.01,2.49
Ireland,1960,Defense,0.01,2.49
Ireland,1961,Defense,0.011,2.49
Ireland,1962,Defense,0.012,2.49
Ireland,1963,Defense,0.013,2.49
Ireland,1964,Defense,0.015,2.49
Ireland,1965,Defense,0.016,2.49
Ireland,1966,Defense,0.016,2.49
Ireland,1967,Defense,0.018,2.49
Ireland,1968,Defense,0.017,2.49
Ireland,1969,Defense,0.02,2.49
Ireland,1970,Defense,0.023,2.49
Ireland,1971,Defense,0.026,2.49
Ireland,1972,Defense,0.032,2.49
Ireland,1973,Defense,0.038,2.49
Ireland,1974,Defense,0.045,2.49
Ireland,1975,Defense,0.059,2.49
Ireland,1976,Defense,0.06,2.49
Ireland,1977,Defense,0.069,2.49
Ireland,1978,Defense,0.093,2.49
Ireland,1979,Defense,0.121,2.49
Ireland,1980,Defense,0.157,2.49
Ireland,1981,Defense,0.156,2.49
Ireland,1982,Defense,0.175,2.49
Ireland,1983,Defense,0.173,2.49
Ireland,1984,Defense,0.162,2.49
Ireland,1985,Defense,0.175,2.49
Ireland,1986,Defense,0.231,2.49
Ireland,1987,Defense,0.271,2.49
Ireland,1988,Defense,0.278,2.49
Ireland,1989,Defense,0.259,2.61
Ireland,1990,Defense,0.351,2.77
Ireland,1991,Defense,0.371,2.79
Ireland,1992,Defense,0.397,2.63
Ireland,1993,Defense,0.371,2.62
Ireland,1994,Defense,0.391,2.57
Ireland,1995,Defense,0.466,2.52
Ireland,1996,Defense,0.495,2.57
Ireland,1997,Defense,0.504,2.56
Ireland,1998,Defense,0.486,2.41
Ireland,1999,Defense,0.483,2.31
Ireland,2000,Defense,0.453,2.27
Ireland,2001,Defense,0.496,2.18
Ireland,2002,Defense,0.526,1.93
Ireland,2003,Defense,0.633,1.8
Ireland,2004,Defense,0.718,1.73
Ireland,2005,Defense,0.76,1.64
Ireland,2006,Defense,0.783,1.53
Ireland,2007,Defense,0.886,1.43
Ireland,2008,Defense,1.02,1.39
Ireland,2009,Defense,0.958,1.28
Ireland,2010,Defense,0.885,0.89
Ireland,2011,Defense,0.885,1.15
Ireland,2012,Defense,0.789,1.21
Ireland,2013,Defense,0.814,1.24
Ireland,2014,Defense,0.81,1.23
Ireland,2015,Defense,0.681,1.18
Ireland,2016,Defense,0.672,1.19
Ireland,2017,Defense,0.695,1.17
Ireland,2018,Defense,0.741,1.13
Ireland,2019,Defense,0.734,1.14
Ireland,2020,Defense,0.771,0.98
Ireland,2021,Defense,0.857,1.01
Ireland,2022,Defense,0.781,1.03
Ireland,2023,Defense,0.8,1.02
Ireland,2024,Defense,0.842,1
Ireland,2025,Defense,0.998,1
Ireland,2026,Defense,1.033,1
Israel,1946,Defense,0.071,14.06
Israel,1947,Defense,0.075,14.06
Israel,1948,Defense,0.079,14.06
Israel,1949,Defense,0.083,14.06
Israel,1950,Defense,0.087,14.06
Israel,1951,Defense,0.091,14.06
Israel,1952,Defense,0.096,14.06
Israel,1953,Defense,0.101,14.06
Israel,1954,Defense,0.106,14.06
Israel,1955,Defense,0.111,14.06
Israel,1956,Defense,0.116,14.06
Israel,1957,Defense,0.122,14.06
Israel,1958,Defense,0.128,14.06
Israel,1959,Defense,0.135,14.06
Israel,1960,Defense,0.141,14.06
Israel,1961,Defense,0.171,14.06
Israel,1962,Defense,0.137,14.06
Israel,1963,Defense,0.163,14.06
Israel,1964,Defense,0.185,14.06
Israel,1965,Defense,0.199,14.06
Israel,1966,Defense,0.217,14.06
Israel,1967,Defense,0.219,14.06
Israel,1968,Defense,0.251,14.06
Israel,1969,Defense,0.29,14.06
Israel,1970,Defense,0.341,14.06
Israel,1971,Defense,0.325,14.06
Israel,1972,Defense,0.425,14.06
Israel,1973,Defense,0.759,14.06
Israel,1974,Defense,1.062,14.06
Israel,1975,Defense,1.052,14.06
Israel,1976,Defense,1.093,14.06
Israel,1977,Defense,1.299,14.06
Israel,1978,Defense,1.135,14.06
Israel,1979,Defense,1.632,14.06
Israel,1980,Defense,1.914,14.06
Israel,1981,Defense,2.1,14.06
Israel,1982,Defense,2.189,14.06
Israel,1983,Defense,2.946,14.06
Israel,1984,Defense,2.801,14.06
Israel,1985,Defense,2.029,14.06
Israel,1986,Defense,2.165,14.06
Israel,1987,Defense,2.454,14.06
Israel,1988,Defense,2.635,14.06
Israel,1989,Defense,2.673,14.06
Israel,1990,Defense,3.174,14.06
Israel,1991,Defense,2.609,14.06
Israel,1992,Defense,3.766,14.06
Israel,1993,Defense,3.622,14.06
Israel,1994,Defense,4.03,14.06
Israel,1995,Defense,4.945,14.06
Israel,1996,Defense,5.564,14.06
Israel,1997,Defense,5.703,14.06
Israel,1998,Defense,5.726,14.06
Israel,1999,Defense,5.696,14.06
Israel,2000,Defense,6.669,14.06
Israel,2001,Defense,6.749,13.67
Israel,2002,Defense,6.317,12.76
Israel,2003,Defense,6.477,13.8
Israel,2004,Defense,6.93,14.3
Israel,2005,Defense,7.157,14.3
Israel,2006,Defense,7.415,14.1
Israel,2007,Defense,9.034,15.35
Israel,2008,Defense,10.858,15.16
Israel,2009,Defense,10.11,14.47
Israel,2010,Defense,11.047,14.6
Israel,2011,Defense,11.986,14.34
Israel,2012,Defense,11.501,13.94
Israel,2013,Defense,12.797,13.73
Israel,2014,Defense,13.982,14.74
Israel,2015,Defense,13.055,14.46
Israel,2016,Defense,13.733,14.33
Israel,2017,Defense,15.61,14.19
Israel,2018,Defense,15.746,13.53
Israel,2019,Defense,16.06,13.17
Israel,2020,Defense,17.537,11.83
Israel,2021,Defense,20.03,12.4
Israel,2022,Defense,19.339,12.1
Israel,2023,Defense,22.863,13.81
Israel,2024,Defense,34.957,19.99
Israel,2025,Defense,39.372,19.99
Israel,2026,Defense,40.75,19.99
Italy,1946,Defense,0.263,4.03
Italy,1947,Defense,0.276,4.03
Italy,1948,Defense,0.29,4.03
Italy,1949,Defense,0.305,4.03
Italy,1950,Defense,0.32,4.03
Italy,1951,Defense,0.336,4.03
Italy,1952,Defense,0.353,4.03
Italy,1953,Defense,0.37,4.03
Italy,1954,Defense,0.389,4.03
Italy,1955,Defense,0.408,4.03
Italy,1956,Defense,0.429,4.03
Italy,1957,Defense,0.45,4.03
Italy,1958,Defense,0.473,4.03
Italy,1959,Defense,0.496,4.03
Italy,1960,Defense,0.521,4.03
Italy,1961,Defense,0.579,4.03
Italy,1962,Defense,0.65,4.03
Italy,1963,Defense,0.745,4.03
Italy,1964,Defense,0.815,4.03
Italy,1965,Defense,0.877,4.03
Italy,1966,Defense,0.95,4.03
Italy,1967,Defense,1.047,4.03
Italy,1968,Defense,1.135,4.03
Italy,1969,Defense,1.253,4.03
Italy,1970,Defense,1.41,4.03
Italy,1971,Defense,1.55,4.03
Italy,1972,Defense,1.806,4.03
Italy,1973,Defense,2.182,4.03
Italy,1974,Defense,2.477,4.03
Italy,1975,Defense,3.3,4.03
Italy,1976,Defense,3.15,4.03
Italy,1977,Defense,3.629,4.03
Italy,1978,Defense,4.986,4.03
Italy,1979,Defense,6.569,4.03
Italy,1980,Defense,8.597,4.03
Italy,1981,Defense,9.283,4.03
Italy,1982,Defense,9.209,4.03
Italy,1983,Defense,9.548,4.03
Italy,1984,Defense,9.437,4.03
Italy,1985,Defense,9.746,4.03
Italy,1986,Defense,13.802,4.03
Italy,1987,Defense,17.682,4.03
